sentence_id,domain_category,english_text,sesotho_text,source,source_reference,translator_code,reviewer_status,notes
315,HIV,HIV-positive mothers who choose to breastfeed should do so exclusively for six months.,Ba bang ba HIV ba fumane tsebo ya bohlokoa ba tla dija ka tsela e itseng ka metshelele e tletseng.,WHO,pmtct-breastfeeding,,raw,
3762,Appointments and Follow-Up,I was reminded to get enough sleep every night.,Ke khumamisitsoe ho robala ka lekaneng bosiu bo bong le bo bong.,WHO,appointments-followup-v1,,reviewed,
4910,General Patient Education,Invest in your mental health as you would invest in your physical health.,Beha chelete bophelong ba hao ba kelello joalo ka ha o beha chelete bophelong ba hao ba 'mele.,WHO,general-patient-education-v1,,reviewed,
114,HIV,Without treatment the risk of a mother passing HIV to her baby is up to 45 percent.,"Kantle le kalafo, kotsi ea hore 'm'e a fetisetse HIV ho ngoana oa hae e ka ba ho fihla ho liperesente tse 45 (45%).",UNAIDS,pmtct-overview,,reviewed,
961,HIV,Sexual violence survivors should access PEP services as soon as possible after an assault.,Baphonyohi ba tlhoriso ea thobalano ba lokela ho fihlella litshebeletso tsa PEP kapele kamoo ho khonehang ka mor'a tlhaselo.,WHO,hiv-pep-gbv,,reviewed,
2911,Symptoms and Complaints,I have pain in my right ankle that is swollen.,Ke na le mahloko ankele ea ka ea le letona e ruruhetse.,WHO,symptoms-complaints-v1,,reviewed,
3406,Symptoms and Complaints,I have spotting between my periods.,Ke na le ho tsoa mali hanyane lipakeng tsa linako tsa khoeli.,WHO,symptoms-complaints-v1,,reviewed,
1624,Tuberculosis,The community health worker visited me at home every day to make sure I took my tablets.,Mosebetsi oa bophelo bo botle oa sechaba o ne a etela lapeng letsatsi le leng le le leng ho netefatsa hore ke nka lipilisi tsa ka.,clinical_fieldwork,patient-tb-dot,,reviewed,
3323,Symptoms and Complaints,I have a watery discharge from my eyes.,Ke na le seretse sa metsi se tsoang mahlong a ka.,WHO,symptoms-complaints-v1,,reviewed,
5000,General Patient Education,Taking responsibility for your health leads to a longer and better quality of life.,Ho nka boikarabello bakeng sa bophelo ba hao ho lebisa bophelong bo telele le bo nang le boleng bo botle.,WHO,general-patient-education-v1,,reviewed,
1819,Medication Instructions,Take two tablets twice daily for ten days.,Nka lipilisi tse peli habeli ka letsatsi ka matsatsi a leshome.,WHO,medication-instructions-v1,,reviewed,
3195,Symptoms and Complaints,I have been having episodes of sudden severe headache.,Ke ntse ke na le linako tsa mahloko a matla a hlooho ka tšohanyetso.,WHO,symptoms-complaints-v1,,reviewed,
3008,Symptoms and Complaints,I am coughing up blood-stained mucus.,Ke kohoa mucus e nang le mabala a mali.,WHO,symptoms-complaints-v1,,reviewed,
3415,Symptoms and Complaints,I have been leaking urine when I sneeze.,Ke ntse ke tsoa moroto ha ke thiimela.,WHO,symptoms-complaints-v1,,reviewed,
4529,General Patient Education,Cook with healthy oils such as olive oil or sunflower oil.,Phehla ka oli e ntle joalo ka oli ea olive kapa ea sunflower.,WHO,general-patient-education-v1,,reviewed,
1898,Medication Instructions,Take one tablet every night before bed for chronic management.,Nka pilisi e le ngoe bosiu bo bong le bo bong pele ho robala bakeng sa taolo ea bolwetse ba nako e telele.,WHO,medication-instructions-v1,,reviewed,
1919,Medication Instructions,Take two tablets once daily at bedtime.,Nka lipilisi tse peli ka nako e le ngoe letsatsi le leng le le leng nako ea ho robala.,WHO,medication-instructions-v1,,reviewed,
1271,Tuberculosis,"Drug-resistant TB is caused by inadequate treatment, poor adherence, or transmission of resistant strains.","TB e hananang le meriana e bakoa ke kalafo e sa lekanang, ho se latele kalafo hantle, kapa phetiso ea mefuta ea TB e seng e hanana le meriana.",WHO,tb-dr-causes,,reviewed,
4177,Maternal and Child Health,My child missed a vaccination and I need to catch up.,Ntswa a ile a qeta tšireletso e nngwe le ha ke hloka go e tsotella.,WHO,maternal-child-health-v1,,raw,
4963,General Patient Education,Encourage older adults to stay socially active and engaged.,Khothaletsa batho ba baholo ho lula ba sebetsa le ho kenella sechababeng.,WHO,general-patient-education-v1,,reviewed,
4884,General Patient Education,Do not stop your mental health medication without consulting your doctor.,O se ke oa emisa moriana oa bophelo ba kelello ntle le ho buisana le ngaka ea hao.,WHO,general-patient-education-v1,,reviewed,
4095,Maternal and Child Health,My baby was put on my chest immediately after birth.,Ngwana wa ka ile ya mo tsamaya mo sefubeng sa ka ka morao ga tswalo.,WHO,maternal-child-health-v1,,raw,
3160,Symptoms and Complaints,I have a pain in my upper left abdomen that radiates to my shoulder.,Ke na le mahloko mpeng ea ka e holimo ea molema a isisoang hetleng ea ka.,WHO,symptoms-complaints-v1,,reviewed,
1814,Medication Instructions,"Take two tablets immediately, then one tablet every eight hours.","Nka lipilisi tse peli hang hang, ebe o nka pilisi e le ngoe ka maho a robeli.",WHO,medication-instructions-v1,,reviewed,
2427,Medication Instructions,Do not take a double dose of an anticoagulant if you miss one; contact your doctor.,U se ke ua nka dose e habeli ea anticoagulant haeba u lahlehetsoe ke e le ngoe; ikopanye le ngaka ea hau.,WHO,medication-instructions-v1,,reviewed,
3951,Appointments and Follow-Up,I was given a new prescription at my follow-up appointment.,Ke filoe prescription e ncha appointment ea ka ea ho latela.,WHO,appointments-followup-v1,,reviewed,
4429,General Patient Education,Maintaining a healthy weight reduces the risk of chronic diseases.,Ho boloka boima bo botle bo fokotsa kotsi ea mahlwetse a tsoelang pele.,WHO,general-patient-education-v1,,reviewed,
2143,Medication Instructions,This medicine may cause drowsiness; do not drive or operate machinery.,Moriana ona o ka baka boroko; u se ke ua khanna kapa ua sebetsa metšine.,WHO,medication-instructions-v1,,reviewed,
1627,Tuberculosis,I am now cured of tuberculosis and I feel stronger than ever before.,Joale ke folisitsoe tuberculosis mme ke ikutloa ke matla ho feta nako efe kafe pele.,clinical_fieldwork,patient-tb-cured,,reviewed,
790,HIV,Orphans and vulnerable children affected by HIV need targeted support programmes.,Bana ba mahlomola le ba bokoa ba angoa ke HIV ba hloka mananeo a tshehetso a lebisitsoeng.,UNICEF,hiv-ovc,,reviewed,
3787,Appointments and Follow-Up,I should not stop my medication without consulting the doctor.,Ha ke lokela ho emisa moriana oa ka ntle le ho buisana le ngaka.,WHO,appointments-followup-v1,,reviewed,
1865,Medication Instructions,Take two capsules once daily in the morning.,Nka li-capsule tse peli ka nako e le ngoe letsatsi le leng le le leng hoseng.,WHO,medication-instructions-v1,,reviewed,
2866,Symptoms and Complaints,I have a severe pain in my head that came on suddenly.,Ke na le mahloko a matla hlooho ea ka a tlileng ka tšohanyetso.,WHO,symptoms-complaints-v1,,reviewed,
872,HIV,Healthcare worker stigma towards people living with HIV must be actively addressed.,Kekello ea basebetsi ba bophelo bo botle khahlanong le batho ba phelang le HIV e lokela ho sebetsanoa le eona ka boitelo.,WHO,hiv-hcw-stigma,,reviewed,
3272,Symptoms and Complaints,I have weakness in my right hand and my grip is very weak.,Ke na le ho fokotsehela sepateng sa ka sa le letona mme ho tšoara ha ka ho fokolang haholo.,WHO,symptoms-complaints-v1,,reviewed,
3834,Appointments and Follow-Up,I would like to know if my child needs to be tested for HIV.,Ke rata ho tseba haeba ngoana oa ka o hloka ho hlahlojoa bakeng sa HIV.,WHO,appointments-followup-v1,,reviewed,
74,HIV,Cryptococcal meningitis is a life-threatening fungal infection that affects people with advanced HIV.,Cryptococcal meningitis ke tšoaetso e kotsi haholo ea fungal e behang bophelo kotsing (life-threatening fungal infection) e amang batho ba nang le boemo bo tsoetseng pele ba HIV (advanced HIV).,WHO,opportunistic-infections,,reviewed,
1753,Tuberculosis,Adequate drug supply management prevents TB medicine stockouts.,Taolo e lekaneng ea phano ea meriana e thibela ho fela ha meriana ea TB.,WHO,tb-drug-supply,,reviewed,
1422,Tuberculosis,Early diagnosis and treatment of active TB is the most effective way to prevent TB transmission.,Ho fumana kapele le ho phekola TB e sebetsang ke tsela e sebetsang ka ho fetisisa ea ho thibela phetisetso ea TB.,WHO,tb-prevention-early-treatment,,reviewed,
4222,Maternal and Child Health,My child was diagnosed with conjunctivitis.,Ngoana oa ka o hlahlojoe ka conjunctivitis.,WHO,maternal-child-health-v1,,reviewed,
4694,General Patient Education,Drink enough water to support healthy kidney function.,Noa metsi a lekaneng ho tshehetsa tšebetso e ntle ea lipitso.,WHO,general-patient-education-v1,,reviewed,
4370,Maternal and Child Health,I was told that teenagers can also access family planning services.,Ke boletsoe hore bacha le bona ba ka fihlela litšebeletso tsa ho rererela lelapa.,WHO,maternal-child-health-v1,,reviewed,
4576,General Patient Education,Dairy products can reduce the absorption of some antibiotics.,Lihlahisoa tsa lebese li ka fokotsa ho nkoa ha li-antibiotic tse ling.,WHO,general-patient-education-v1,,reviewed,
3810,Appointments and Follow-Up,I would like to know if my cholesterol levels are normal.,Ke rata ho tseba haeba maemo a cholesterol ea ka a tloaelehile.,WHO,appointments-followup-v1,,reviewed,
2245,Medication Instructions,Seek medical help if you develop signs of a serious kidney reaction.,Batla thuso ea ngaka haeba u ba le lišoaetso tsa karabelo e matla ea lipitso.,WHO,medication-instructions-v1,,reviewed,
3048,Symptoms and Complaints,I am coughing up blood clots.,Ke kohoa li-clot tsa mali.,WHO,symptoms-complaints-v1,,reviewed,
2446,Medication Instructions,"If you miss a dose of an antihistamine, take it as soon as you remember.","Haeba u lahlehetsoe ke dose ea antihistamine, e nke hang hang ha u hopola.",WHO,medication-instructions-v1,,reviewed,
495,HIV,Workplace wellness programmes should include HIV testing and support for healthcare workers.,Meputso ea hlotso ea bophelo ba sebaka sa hae baahi ba tšireletso ea bophelo ba ka kena HIV testing le thuso ba baahi ba tšireletso ea bophelo.,ILO,hiv-workplace-wellness,,raw,
3131,Symptoms and Complaints,I feel very uncomfortable and my stomach is very tender to touch.,Ke ikutloa ke sa ikutloe hantle haholo mme mpa ea ka e bohloko haholo ha e amioa.,WHO,symptoms-complaints-v1,,reviewed,
4322,Maternal and Child Health,I want to prevent pregnancy for the next two years.,Ke rata ho thibela ho mitsa lilomong tse peli tse tlang.,WHO,maternal-child-health-v1,,reviewed,
4398,Maternal and Child Health,I was told to use regular contraception after taking emergency contraception.,Ke boletsoe ho sebelisa thibelo ea ho mitsa ea kamehla ka mor'a ho nka thibelo ea ho mitsa ea tšohanyetso.,WHO,maternal-child-health-v1,,reviewed,
1165,Tuberculosis,Ethambutol can cause optic neuritis leading to visual disturbances; patients should report any changes in vision.,Ethambutol e ka baka optic neuritis e lebisang ho mathata a pono; bakuli ba lokela ho bua ka liphetoho life kapa life tsa pono.,NIH,tb-ethambutol-optic,,reviewed,
3735,Appointments and Follow-Up,I was encouraged to bring a treatment supporter to my appointments.,Ke khothaletsoeng ho tlisa motho ea ntshehetsa phekolo li-appointment tsa ka.,WHO,appointments-followup-v1,,reviewed,
1731,Tuberculosis,TB patients who cannot work during treatment may be eligible for social grants.,Bakuli ba TB ba ke ke ba sebetsa nakong ea phekolo ba ka ba le tokelo ea lithuso tsa sechaba.,DOH_SA,tb-social-grants,,reviewed,
4813,General Patient Education,PEP must be taken for twenty-eight days without missing doses.,PEP e tlameha ho nkoa matsatsi a mashome a mabeli le metso e robeli ntle le ho lahlehela li-dose.,WHO,general-patient-education-v1,,reviewed,
2403,Medication Instructions,Contact your pharmacist if you are unsure what to do after missing a dose.,Ikopanye le pharmacist ea hau haeba u sa tsebe ho etsa eng ka mor'a ho lahlehela ke dose.,WHO,medication-instructions-v1,,reviewed,
3404,Symptoms and Complaints,I have not had a menstrual period for three months.,Ha ke so be le nako ea khoeli ka likhoeli tse tharo.,WHO,symptoms-complaints-v1,,reviewed,
619,HIV,Point-of-care viral load testing reduces delays in identifying treatment failure.,Ho lekoa ha viral load sebakeng sa tlhokomelo ho fokotsa ho lieha ha ho tseba ho hloleha ha phekolo.,WHO,hiv-poc-vl,,reviewed,
1698,Tuberculosis,Rifampicin is one of the most important drugs in the treatment of tuberculosis.,Rifampicin ke e 'ngoe ea meriana e bohlokoa ka ho fetisisa ho phekolo ea tuberculosis.,WHO,tb-rifampicin,,reviewed,
3594,Appointments and Follow-Up,I need to know if my appointment is covered by my medical aid.,Ke hloka ho tseba haeba appointment ea ka e koaheloa ke medical aid ea ka.,WHO,appointments-followup-v1,,reviewed,
1958,Medication Instructions,Shake the suspension well before measuring the dose.,Nyenyetsa suspension hantle pele ho lekola dose.,WHO,medication-instructions-v1,,reviewed,
1222,Tuberculosis,Diabetic patients on TB treatment should have their blood glucose monitored closely.,Bakuli ba nang le lefu la tsoekere ba leng kalafong ea TB ba lokela ho behiloe leihlo ka hloko boemo ba tsoekere maling.,WHO,tb-diabetes-treatment,,reviewed,
2074,Medication Instructions,Keep the nasal spray upright and store at room temperature.,Boloka nasal spray e otlolohile mme u boloke ka mocheso oa kamora.,WHO,medication-instructions-v1,,reviewed,
3411,Symptoms and Complaints,I have pain in my groin.,Ke na le mahloko groineng ea ka.,WHO,symptoms-complaints-v1,,reviewed,
870,HIV,HIV stigma is a violation of human rights and a barrier to ending the HIV epidemic.,Kekello ea HIV ke tlolo ea litokelo tsa botho le moqoqo oa ho felisa leruo la lefu la HIV.,UNAIDS,hiv-stigma-human-rights,,reviewed,
2719,Symptoms and Complaints,I have been having hot flushes.,Ke ntse ke ikutloa ke chesa ka tšohanyetso.,WHO,symptoms-complaints-v1,,reviewed,
1043,Tuberculosis,Night sweats are a classic symptom of active TB disease.,Molapo oa bosiu ke letšoao la kamehla la bolwetse ba TB bo sebetsang.,WHO,tb-symptoms,,reviewed,
1362,Tuberculosis,Silicosis patients have a lifetime risk of TB that is 30 times higher than the general population.,Bakuli ba nang le silicosis ba na le kotsi ea bophelo bohle ea ho tšoaroa ke TB e phahameng ka makhetlo a 30 ho feta sechaba ka kakaretso.,ILO,tb-silicosis-risk,,reviewed,
357,HIV,TB meningitis is a severe form of extrapulmonary TB that requires urgent treatment.,TB meningitis ke ntho e kgolo ya TB ya ka ntle ya phepo e hlokang tšireletso e kgethegileng.,WHO,hiv-tb-meningitis,,raw,
1163,Tuberculosis,Isoniazid can cause drug-induced liver injury; liver function should be monitored during treatment.,Isoniazid e ka baka kotsi ea sebete e bakoang ke moriana; tšebetso ea sebete e lokela ho hlahlojoa nakong ea phekolo.,NIH,tb-isoniazid-hepatotoxicity,,reviewed,
2766,Symptoms and Complaints,I feel my body is fighting something.,Ke ikutloa 'mele oa ka o loa le ntho e itseng.,WHO,symptoms-complaints-v1,,reviewed,
3253,Symptoms and Complaints,I have been having episodes of sudden severe upper back pain.,Ke ntse ke na le linako tsa mahloko a matla a mokokotlo o holimo ka tšohanyetso.,WHO,symptoms-complaints-v1,,reviewed,
1439,Tuberculosis,Community-led TB services improve access and trust among marginalised populations.,Litshebeletso tsa TB tse etelletsoeng pele ke sechaba li ntlafatsa phihlello le botshepehi ho sechaba se hloilloeng.,WHO,tb-community-led-services,,reviewed,
